Site Id,OPC Tag,Turbine Id,Tag,Available Minutes,Averages,Max samples,Min Samples,Standra Deviation,Consistency (Minutes per 48 Hrs),Resolution (Average samples per minute),Resolution Error (RSD),Resolution with Error,Resolution With Consistency Confidence
WAD1,WAD1-0010.DO_Pitch_Axis2BrakeOn,10,DO_Pitch_Axis2BrakeOn,11,2.727272727,5,1,1.482682403,22%,5%,54%,-23%,-5%
WAD1,WAD1-0010.WFMS_TurbMeasActPwr,10,WFMS_TurbMeasActPwr,49,46.75510204,48,31,2.495143137,100%,78%,5%,75%,75%
WAD1,WAD1-0010.MBCEst_SpeedForeAft,10,MBCEst_SpeedForeAft,49,46.73469388,48,33,2.397068875,100%,78%,5%,75%,75%
WAD1,WAD1-0010.Curt_PowerMax,10,Curt_PowerMax,12,47.41666667,48,47,0.493006649,24%,79%,1%,79%,19%
WAD1,WAD1-0010.AI_In_TbBearingRotorTemp,10,AI_In_TbBearingRotorTemp,49,41.95918367,47,32,2.920435973,100%,70%,7%,66%,66%
WAD1,WAD1-0010.AI_In_MotorVoltageA2,10,AI_In_MotorVoltageA2,49,37.55102041,48,1,9.697593273,100%,63%,26%,50%,50%
WAD1,WAD1-0010.AI_In_MotorVoltageA3,10,AI_In_MotorVoltageA3,49,39.02040816,48,1,7.511867606,100%,65%,19%,55%,55%
WAD1,WAD1-0010.AI_In_MotorVoltageA1,10,AI_In_MotorVoltageA1,49,36.91836735,48,2,9.447679198,100%,62%,26%,49%,49%
WAD1,WAD1-0010.AI_In_Axis2BatVoltC5,10,AI_In_Axis2BatVoltC5,9,2.777777778,6,1,1.930905244,18%,5%,70%,-30%,-6%
WAD1,WAD1-0010.AI_In_Axis2BatVoltC4,10,AI_In_Axis2BatVoltC4,5,1.6,2,1,0.489897949,10%,3%,31%,-13%,-1%
WAD1,WAD1-0010.AI_In_Axis2BatVoltC3,10,AI_In_Axis2BatVoltC3,6,2,3,1,0.816496581,12%,3%,41%,-17%,-2%
WAD1,WAD1-0010.AI_In_Axis2BatVoltC2,10,AI_In_Axis2BatVoltC2,3,6.333333333,16,1,6.847546195,6%,11%,108%,-44%,-3%
WAD1,WAD1-0010.AI_In_Axis2BatVoltC6,10,AI_In_Axis2BatVoltC6,10,2.2,5,1,1.326649916,20%,4%,60%,-26%,-5%
WAD1,WAD1-0010.AI_In_Axis2BatVoltC1,10,AI_In_Axis2BatVoltC1,6,2.5,4,1,1.118033989,12%,4%,45%,-18%,-2%
WAD1,WAD1-0010.AI_In_DCLinkVoltageIA3,10,AI_In_DCLinkVoltageIA3,49,46.59183673,48,31,2.709909008,100%,78%,6%,75%,75%
WAD1,WAD1-0010.AI_In_DCLinkVoltageIA2,10,AI_In_DCLinkVoltageIA2,49,46.71428571,48,31,2.498979384,100%,78%,5%,75%,75%
WAD1,WAD1-0010.AI_In_DCLinkVoltageIA1,10,AI_In_DCLinkVoltageIA1,49,46.73469388,48,31,2.488959378,100%,78%,5%,75%,75%
WAD1,WAD1-0010.Curt_WFMSActPwrDemFreq,10,Curt_WFMSActPwrDemFreq,3,19.33333333,36,1,14.33720878,6%,32%,74%,-5%,0%
WAD1,WAD1-0010.Out_NegReactiveEnergy,10,Out_NegReactiveEnergy,29,6.931034483,13,1,3.832088064,59%,12%,55%,-16%,-10%
WAD1,WAD1-0010.Curt_WFMSReactPwrDem,10,Curt_WFMSReactPwrDem,46,46.97826087,48,42,1.375075183,94%,78%,3%,77%,72%
WAD1,WAD1-0010.In_GenSpdLoPrecision,10,In_GenSpdLoPrecision,48,46.79166667,48,39,1.881470317,98%,78%,4%,76%,74%
WAD1,WAD1-0010.AI_In_DtaMcpTempIn2,10,AI_In_DtaMcpTempIn2,33,10.48484848,36,1,9.951766136,67%,17%,95%,-30%,-20%
WAD1,WAD1-0010.AI_In_GridMonCosPhiAct,10,AI_In_GridMonCosPhiAct,49,46.73469388,48,32,2.480746351,100%,78%,5%,75%,75%
WAD1,WAD1-0010.AI_In_MotorArmatureRMS1,10,AI_In_MotorArmatureRMS1,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0010.AI_In_MotorArmatureRMS3,10,AI_In_MotorArmatureRMS3,49,46.7755102,48,32,2.443360901,100%,78%,5%,75%,75%
WAD1,WAD1-0010.AI_In_MotorArmatureRMS2,10,AI_In_MotorArmatureRMS2,49,46.75510204,48,31,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-0010.In_TempOutsideAir,10,In_TempOutsideAir,49,46.7755102,48,33,2.409719317,100%,78%,5%,75%,75%
WAD1,WAD1-0010.DO_Yaw_TbYawRight,10,DO_Yaw_TbYawRight,1,3,3,3,0,2%,5%,0%,5%,0%
WAD1,WAD1-0010.AI_In_GridMonCurrentL2Act,10,AI_In_GridMonCurrentL2Act,49,46.63265306,48,31,2.700671704,100%,78%,6%,75%,75%
WAD1,WAD1-0010.In_WFMSActPwrDemFreq,10,In_WFMSActPwrDemFreq,5,12.6,37,1,14.88086019,10%,21%,118%,-38%,-4%
WAD1,WAD1-0010.WFMS_TurbMeasReactPwr,10,WFMS_TurbMeasReactPwr,49,46.7755102,48,33,2.409719317,100%,78%,5%,75%,75%
WAD1,WAD1-0011.OpCtl_Pitch1Min,11,OpCtl_Pitch1Min,10,35,48,17,7.469939759,20%,58%,21%,48%,10%
WAD1,WAD1-0011.MBCEst_AccelSidetoSide,11,MBCEst_AccelSidetoSide,49,46.6122449,48,31,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-0011.Cu_TorqueSpecialDem,11,Cu_TorqueSpecialDem,49,46.55102041,48,31,2.785247027,100%,78%,6%,75%,75%
WAD1,WAD1-0011.AI_In_TorqueRefA1,11,AI_In_TorqueRefA1,36,41.13888889,48,1,12.8714861,73%,69%,31%,53%,39%
WAD1,WAD1-0011.AI_In_TorqueRefA2,11,AI_In_TorqueRefA2,35,42.05714286,48,1,11.10454954,71%,70%,26%,57%,41%
WAD1,WAD1-0011.AI_CuReacPowerAct,11,AI_CuReacPowerAct,49,46.75510204,48,31,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_TorqueRefA3,11,AI_In_TorqueRefA3,34,43.41176471,48,3,8.582189653,69%,72%,20%,62%,43%
WAD1,WAD1-0011.AI_In_TbNacelleTemperature,11,AI_In_TbNacelleTemperature,49,43.46938776,47,29,3.357003285,100%,72%,8%,69%,69%
WAD1,WAD1-0011.B_Curt_ExtCurtailmentActive,11,B_Curt_ExtCurtailmentActive,2,8.5,16,1,7.5,4%,14%,88%,-30%,-1%
WAD1,WAD1-0011.OpCtl_PitchDecreaseRateLimit,11,OpCtl_PitchDecreaseRateLimit,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0011.In_WindDir1sAvg,11,In_WindDir1sAvg,49,44.67346939,48,31,2.874147647,100%,74%,6%,71%,71%
WAD1,WAD1-0011.Out_OperationTimePitchInh,11,Out_OperationTimePitchInh,26,1.423076923,3,1,0.630816133,53%,2%,44%,-20%,-11%
WAD1,WAD1-0011.In_ActualAvgPitchAngle,11,In_ActualAvgPitchAngle,36,41.02777778,48,1,12.82247617,73%,68%,31%,53%,39%
WAD1,WAD1-0011.In_GenSpdHiPrecision,11,In_GenSpdHiPrecision,49,46.71428571,48,32,2.415933504,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_CuPDCTemp,11,AI_In_CuPDCTemp,49,46.55102041,48,31,2.785247027,100%,78%,6%,75%,75%
WAD1,WAD1-0011.In_GridMeasVoltL2Act,11,In_GridMeasVoltL2Act,49,46.67346939,48,32,2.39376533,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_CuMACCTemp,11,AI_In_CuMACCTemp,45,23.35555556,47,1,14.3451975,92%,39%,61%,8%,8%
WAD1,WAD1-0011.Out_NegReactiveEnergy,11,Out_NegReactiveEnergy,24,6.291666667,11,2,2.653286746,49%,10%,42%,-11%,-5%
WAD1,WAD1-0011.SM_OpCtl_StartUp,11,SM_OpCtl_StartUp,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0011.AI_In_CuRtrJncTemp,11,AI_In_CuRtrJncTemp,49,46.63265306,48,31,2.68551578,100%,78%,6%,75%,75%
WAD1,WAD1-0011.Yaw_RevolutionsToUntwist,11,Yaw_RevolutionsToUntwist,9,3.666666667,7,1,2.108185107,18%,6%,57%,-23%,-4%
WAD1,WAD1-0011.Pitch_PitchBatt1Temp,11,Pitch_PitchBatt1Temp,40,27.975,48,1,15.39397203,82%,47%,55%,19%,16%
WAD1,WAD1-0011.DynCtl_ALC_Acc_SSStdDev,11,DynCtl_ALC_Acc_SSStdDev,49,46.63265306,48,31,2.68551578,100%,78%,6%,75%,75%
WAD1,WAD1-0011.AI_In_TbRotorSpeed2_IFM,11,AI_In_TbRotorSpeed2_IFM,38,46.26315789,48,33,3.167966395,78%,77%,7%,74%,57%
WAD1,WAD1-0011.B_WFMS_ActPwrDemVal,11,B_WFMS_ActPwrDemVal,4,5.75,19,1,7.660776723,8%,10%,133%,-57%,-5%
WAD1,WAD1-0011.AI_In_DCLinkVoltageIA3,11,AI_In_DCLinkVoltageIA3,49,46.59183673,48,32,2.664340232,100%,78%,6%,75%,75%
WAD1,WAD1-0011.AI_In_DCLinkVoltageIA2,11,AI_In_DCLinkVoltageIA2,49,46.69387755,48,32,2.451189479,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_DCLinkVoltageIA1,11,AI_In_DCLinkVoltageIA1,49,46.63265306,48,31,2.700671704,100%,78%,6%,75%,75%
WAD1,WAD1-0011.Out_OperationTimeYawLeftInh,11,Out_OperationTimeYawLeftInh,2,5,9,1,4,4%,8%,80%,-32%,-1%
WAD1,WAD1-0011.WFMS_TurbTrackNum,11,WFMS_TurbTrackNum,49,46.69387755,48,32,2.3921989,100%,78%,5%,75%,75%
WAD1,WAD1-0011.DynCtl_TorqueSetpt_PI,11,DynCtl_TorqueSetpt_PI,35,46.54285714,48,33,2.686929816,71%,78%,6%,75%,53%
WAD1,WAD1-0011.AI_in_HubAmbientTemp,11,AI_in_HubAmbientTemp,39,27.82051282,48,1,17.90698445,80%,46%,64%,14%,11%
WAD1,WAD1-0011.AI_In_CuGenSpeedAct,11,AI_In_CuGenSpeedAct,49,46.75510204,48,32,2.445575866,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_CuGridVoltageAct,11,AI_In_CuGridVoltageAct,49,46.7755102,48,31,2.492972213,100%,78%,5%,75%,75%
WAD1,WAD1-0011.In_GridMeasVoltL1Act,11,In_GridMeasVoltL1Act,49,46.63265306,48,32,2.715743049,100%,78%,6%,75%,75%
WAD1,WAD1-0011.AI_In_PitchAxis3ExpectedPos,11,AI_In_PitchAxis3ExpectedPos,35,34.6,48,1,11.70152615,71%,58%,34%,41%,29%
WAD1,WAD1-0011.B_Curt_ExtCurtActiveDebounced,11,B_Curt_ExtCurtActiveDebounced,5,1,1,1,0,10%,2%,0%,2%,0%
WAD1,WAD1-0011.C_WFMS_ReactPwrDem,11,C_WFMS_ReactPwrDem,45,46.68888889,48,32,2.755376338,92%,78%,6%,75%,69%
WAD1,WAD1-0011.AI_In_CuGridCurrentAct,11,AI_In_CuGridCurrentAct,49,46.71428571,48,33,2.424366107,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_MotorCurrentA1,11,AI_In_MotorCurrentA1,49,38.12244898,48,18,10.43861093,100%,64%,27%,50%,50%
WAD1,WAD1-0011.AI_In_MotorCurrentA2,11,AI_In_MotorCurrentA2,49,39.81632653,48,23,8.824070673,100%,66%,22%,55%,55%
WAD1,WAD1-0011.AI_In_MotorCurrentA3,11,AI_In_MotorCurrentA3,49,40.3877551,48,25,7.777036649,100%,67%,19%,58%,58%
WAD1,WAD1-0011.Exchange.2.Header.ReqID,11,Exchange,49,46.73469388,48,33,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-0011.Curt_PowerLimitStatusWord,11,Curt_PowerLimitStatusWord,4,1.5,2,1,0.5,8%,3%,33%,-14%,-1%
WAD1,WAD1-0011.AI_In_CuCoolantTemp,11,AI_In_CuCoolantTemp,49,46.71428571,48,31,2.474358297,100%,78%,5%,75%,75%
WAD1,WAD1-0011.DynCtl_Blad1AngleSetpt,11,DynCtl_Blad1AngleSetpt,37,30.37837838,48,1,12.44089019,76%,51%,41%,30%,23%
WAD1,WAD1-0011.DI_In_TbYawPosCounterCcw2nd,11,DI_In_TbYawPosCounterCcw2nd,9,3.111111111,9,1,2.424158248,18%,5%,78%,-34%,-6%
WAD1,WAD1-0011.Cu_TorqueSpecialAct,11,Cu_TorqueSpecialAct,35,46.4,48,31,3.145972482,71%,77%,7%,74%,53%
WAD1,WAD1-0011.MBCEst_SpeedRotor_RPM,11,MBCEst_SpeedRotor_RPM,49,46.7755102,48,32,2.443360901,100%,78%,5%,75%,75%
WAD1,WAD1-0011.MBCEst_AccelForeAft,11,MBCEst_AccelForeAft,49,46.75510204,48,31,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-0011.DynCtl_ALC_PitchTwrFb,11,DynCtl_ALC_PitchTwrFb,10,41.3,48,7,12.11651765,20%,69%,29%,54%,11%
WAD1,WAD1-0011.DynCtlMBC_ThrustPitch,11,DynCtlMBC_ThrustPitch,38,41.13157895,48,1,10.24739005,78%,69%,25%,56%,44%
WAD1,WAD1-0011.AI_CuTorqueAct,11,AI_CuTorqueAct,35,46.62857143,48,32,2.768039165,71%,78%,6%,75%,53%
WAD1,WAD1-0011.DynCtl_ALC_Pitch1,11,DynCtl_ALC_Pitch1,10,46.6,48,44,1.496662955,20%,78%,3%,76%,16%
WAD1,WAD1-0011.DynCtl_ALC_Pitch2,11,DynCtl_ALC_Pitch2,10,46.3,48,43,1.734935157,20%,77%,4%,75%,15%
WAD1,WAD1-0011.DynCtl_ALC_Pitch3,11,DynCtl_ALC_Pitch3,11,42.09090909,48,1,13.10415996,22%,70%,31%,55%,12%
WAD1,WAD1-0011.DynCtl_ALC_Pitch2_2P,11,DynCtl_ALC_Pitch2_2P,10,46.3,48,42,1.791647287,20%,77%,4%,75%,15%
WAD1,WAD1-0011.WFMS_TurbMeasGridFreq,11,WFMS_TurbMeasGridFreq,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_MSFProxSensor1,11,AI_In_MSFProxSensor1,49,45.85714286,48,31,3.077237033,100%,76%,7%,73%,73%
WAD1,WAD1-0011.DO_Pitch_Axis1BrakeOn,11,DO_Pitch_Axis1BrakeOn,10,2.3,5,1,1.417744688,20%,4%,62%,-27%,-6%
WAD1,WAD1-0011.AI_In_MSFProxSensor4,11,AI_In_MSFProxSensor4,49,45.79591837,48,32,2.821054889,100%,76%,6%,73%,73%
WAD1,WAD1-0011.AI_In_MSFProxSensor3,11,AI_In_MSFProxSensor3,49,45.48979592,48,31,3.375315247,100%,76%,7%,72%,72%
WAD1,WAD1-0011.AI_In_MSFProxSensor2,11,AI_In_MSFProxSensor2,49,45.69387755,48,32,3.058638363,100%,76%,7%,73%,73%
WAD1,WAD1-0011.AI_In_TbGbxBearingFastShaftA,11,AI_In_TbGbxBearingFastShaftA,49,43.81632653,48,29,3.147227282,100%,73%,7%,69%,69%
WAD1,WAD1-0011.AI_In_TbCabinetTemp,11,AI_In_TbCabinetTemp,34,6.852941176,20,1,5.047610692,69%,11%,74%,-25%,-18%
WAD1,WAD1-0011.OpCtl_Pitch2Min,11,OpCtl_Pitch2Min,10,35.4,48,17,7.472616677,20%,59%,21%,48%,10%
WAD1,WAD1-0011.Exchange.2.Header.TimeStamp,11,Exchange,49,46.6122449,48,31,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-0011.Cu_GenSpeedAct,11,Cu_GenSpeedAct,49,46.12244898,48,25,4.043804296,100%,77%,9%,72%,72%
WAD1,WAD1-0011.AI_In_MotorArmatureRMS3,11,AI_In_MotorArmatureRMS3,49,46.7755102,48,33,2.409719317,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_MotorArmatureRMS1,11,AI_In_MotorArmatureRMS1,49,46.69387755,48,33,2.3921989,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_MotorArmatureRMS2,11,AI_In_MotorArmatureRMS2,49,46.63265306,48,32,2.715743049,100%,78%,6%,75%,75%
WAD1,WAD1-0011.Out_TurbineOKTime,11,Out_TurbineOKTime,38,46.34210526,48,32,2.958273997,78%,77%,6%,74%,57%
WAD1,WAD1-0011.Out_PosReactiveEnergy,11,Out_PosReactiveEnergy,10,4.6,7,2,1.8,20%,8%,39%,-12%,-2%
WAD1,WAD1-0011.Out_CalcTurbineConditionSCADA,11,Out_CalcTurbineConditionSCADA,3,1,1,1,0,6%,2%,0%,2%,0%
WAD1,WAD1-0011.DynCtl_DrivetrainDampTorque,11,DynCtl_DrivetrainDampTorque,49,46.73469388,48,33,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-0011.Pitch_PitchAxis2Temp,11,Pitch_PitchAxis2Temp,9,30,48,2,18.24524291,18%,50%,61%,20%,4%
WAD1,WAD1-0011.DO_Yaw_TbYawRight,11,DO_Yaw_TbYawRight,5,1.2,2,1,0.4,10%,2%,33%,-15%,-1%
WAD1,WAD1-0011.AI_In_TbGenWinding1Temp,11,AI_In_TbGenWinding1Temp,49,44.55102041,48,32,2.962770521,100%,74%,7%,71%,71%
WAD1,WAD1-0011.DO_Pitch_Axis3GoToPos,11,DO_Pitch_Axis3GoToPos,8,2.625,5,1,1.408678459,16%,4%,54%,-22%,-4%
WAD1,WAD1-0011.AI_In_GridMonAppPowerAct,11,AI_In_GridMonAppPowerAct,49,46.71428571,48,32,2.415933504,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_TbDiscBrakeHydrPressure,11,AI_In_TbDiscBrakeHydrPressure,49,34.02040816,40,22,3.760643648,100%,57%,11%,51%,51%
WAD1,WAD1-0011.In_WFMSReactPwrDem,11,In_WFMSReactPwrDem,45,46.77777778,48,33,2.421100658,92%,78%,5%,75%,69%
WAD1,WAD1-0011.AI_In_AEPAHeartbeatRecv3,11,AI_In_AEPAHeartbeatRecv3,49,46.69387755,48,32,2.533079771,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_AEPAHeartbeatRecv2,11,AI_In_AEPAHeartbeatRecv2,49,46.75510204,48,32,2.453906608,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_AEPAHeartbeatRecv1,11,AI_In_AEPAHeartbeatRecv1,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_TbGenBearingTempDs,11,AI_In_TbGenBearingTempDs,49,44.2244898,48,31,2.964175944,100%,74%,7%,70%,70%
WAD1,WAD1-0011.DynCtlMBC_PitchMaxRateLimSel,11,DynCtlMBC_PitchMaxRateLimSel,1,1,1,1,0,2%,2%,0%,2%,0%
WAD1,WAD1-0011.AI_In_PitchAngleCurrent3,11,AI_In_PitchAngleCurrent3,35,42.02857143,48,1,11.19817769,71%,70%,27%,57%,41%
WAD1,WAD1-0011.AI_In_PitchAngleCurrent1,11,AI_In_PitchAngleCurrent1,36,40.77777778,48,1,12.99168775,73%,68%,32%,52%,38%
WAD1,WAD1-0011.AI_In_PitchAngleCurrent2,11,AI_In_PitchAngleCurrent2,35,42.2,48,1,11.27779107,71%,70%,27%,57%,41%
WAD1,WAD1-0011.DynCtl_ALC_TorqueTwrFb,11,DynCtl_ALC_TorqueTwrFb,35,46.4,48,32,2.978014679,71%,77%,6%,74%,53%
WAD1,WAD1-0011.Yaw_PositionToUntwist,11,Yaw_PositionToUntwist,6,1.333333333,2,1,0.471404521,12%,2%,35%,-15%,-2%
WAD1,WAD1-0011.OpCtl_PowerSetpt,11,OpCtl_PowerSetpt,13,44,48,1,12.42206474,27%,73%,28%,59%,16%
WAD1,WAD1-0011.DynCtlMBC_FinePitch,11,DynCtlMBC_FinePitch,38,27.63157895,43,1,9.98794287,78%,46%,36%,28%,22%
WAD1,WAD1-0011.AI_In_GridMonCurrentL1Act,11,AI_In_GridMonCurrentL1Act,49,46.63265306,48,31,2.68551578,100%,78%,6%,75%,75%
WAD1,WAD1-0011.OpCtl_SpeedSetptTorque,11,OpCtl_SpeedSetptTorque,8,7.875,48,1,15.39023635,16%,13%,195%,-85%,-14%
WAD1,WAD1-0011.MBCEst_AirDensity,11,MBCEst_AirDensity,49,46.3877551,48,33,2.497478945,100%,77%,5%,75%,75%
WAD1,WAD1-0011.In_AnemometerWindSpd,11,In_AnemometerWindSpd,49,45.34693878,48,32,2.669181793,100%,76%,6%,73%,73%
WAD1,WAD1-0011.DO_Yaw_TbYawBrakesOff,11,DO_Yaw_TbYawBrakesOff,7,1.285714286,2,1,0.451753951,14%,2%,35%,-15%,-2%
WAD1,WAD1-0011.In_WindSpd,11,In_WindSpd,49,45.32653061,48,30,2.713441636,100%,76%,6%,73%,73%
WAD1,WAD1-0011.In_TipSpeedRatio,11,In_TipSpeedRatio,49,46.71428571,48,32,2.415933504,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_CuInletAirTemp,11,AI_In_CuInletAirTemp,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-0011.WFMS_TurbPosActPwr,11,WFMS_TurbPosActPwr,43,46.39534884,48,31,3.300031958,88%,77%,7%,74%,65%
WAD1,WAD1-0011.DI_In_TbYawBrake230VOk,11,DI_In_TbYawBrake230VOk,6,1.333333333,3,1,0.745355992,12%,2%,56%,-26%,-3%
WAD1,WAD1-0011.AI_In_PitchAxis2ExpectedPos,11,AI_In_PitchAxis2ExpectedPos,34,35.52941176,48,2,10.33906155,69%,59%,29%,45%,31%
WAD1,WAD1-0011.AI_In_TbOutsideTemp2,11,AI_In_TbOutsideTemp2,49,43.3877551,47,29,3.269003009,100%,72%,8%,69%,69%
WAD1,WAD1-0011.AI_In_TbOutsideTemp1,11,AI_In_TbOutsideTemp1,49,44,48,31,2.982944717,100%,73%,7%,70%,70%
WAD1,WAD1-0011.DynCtl_ALC_Acc_FAStdDev,11,DynCtl_ALC_Acc_FAStdDev,49,46.75510204,48,32,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_TbWindDirection_Thies2D,11,AI_In_TbWindDirection_Thies2D,49,45.18367347,48,32,2.75290918,100%,75%,6%,72%,72%
WAD1,WAD1-0011.AI_In_Axis1BatVoltC2,11,AI_In_Axis1BatVoltC2,5,1.8,3,1,0.748331477,10%,3%,42%,-18%,-2%
WAD1,WAD1-0011.AI_In_Axis1BatVoltC3,11,AI_In_Axis1BatVoltC3,2,1.5,2,1,0.5,4%,3%,33%,-14%,-1%
WAD1,WAD1-0011.AI_In_Axis1BatVoltC4,11,AI_In_Axis1BatVoltC4,4,1.75,3,1,0.829156198,8%,3%,47%,-21%,-2%
WAD1,WAD1-0011.AI_In_Axis1BatVoltC5,11,AI_In_Axis1BatVoltC5,3,1.333333333,2,1,0.471404521,6%,2%,35%,-15%,-1%
WAD1,WAD1-0011.AI_In_Axis1BatVoltC6,11,AI_In_Axis1BatVoltC6,6,4.5,15,1,4.890466917,12%,8%,109%,-47%,-6%
WAD1,WAD1-0011.AI_In_Axis1BatVoltC1,11,AI_In_Axis1BatVoltC1,1,3,3,3,0,2%,5%,0%,5%,0%
WAD1,WAD1-0011.DI_In_RotorReset,11,DI_In_RotorReset,32,2.84375,7,1,1.697597107,65%,5%,60%,-25%,-16%
WAD1,WAD1-0011.DI_In_TbYawPosCounterCcw1st,11,DI_In_TbYawPosCounterCcw1st,7,2,4,1,1.309307341,14%,3%,65%,-29%,-4%
WAD1,WAD1-0011.B_Curt_ExternalPowerLimited,11,B_Curt_ExternalPowerLimited,2,1,1,1,0,4%,2%,0%,2%,0%
WAD1,WAD1-0011.OpCtl_TurbineFullState,11,OpCtl_TurbineFullState,5,1.2,2,1,0.4,10%,2%,33%,-15%,-1%
WAD1,WAD1-0011.B_In_WFMSActPwrDemVal,11,B_In_WFMSActPwrDemVal,4,5.75,19,1,7.660776723,8%,10%,133%,-57%,-5%
WAD1,WAD1-0011.AI_In_TbGenWinding2Temp,11,AI_In_TbGenWinding2Temp,49,44.20408163,48,30,2.762574899,100%,74%,6%,71%,71%
WAD1,WAD1-0011.OpCtl_TSR,11,OpCtl_TSR,49,46.65306122,48,31,2.707141126,100%,78%,6%,75%,75%
WAD1,WAD1-0011.In_RotorSpd,11,In_RotorSpd,39,45.23076923,48,1,7.701020706,80%,75%,17%,67%,53%
WAD1,WAD1-0011.DynCtl_ALC_Pitch1_2P,11,DynCtl_ALC_Pitch1_2P,10,46.5,48,43,1.688194302,20%,78%,4%,76%,15%
WAD1,WAD1-0011.DO_Pitch_Axis2BrakeOn,11,DO_Pitch_Axis2BrakeOn,10,2.6,5,1,1.685229955,20%,4%,65%,-28%,-6%
WAD1,WAD1-0011.AI_In_DtaDownTowerCabinetTemp,11,AI_In_DtaDownTowerCabinetTemp,41,7.512195122,18,1,4.649269291,84%,13%,62%,-18%,-15%
WAD1,WAD1-0011.AI_In_MotorTempA3,11,AI_In_MotorTempA3,49,46.71428571,48,33,2.398979375,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_WBDelSpdPwr,11,AI_In_WBDelSpdPwr,47,46.65957447,48,32,2.486359346,96%,78%,5%,75%,72%
WAD1,WAD1-0011.AI_In_MotorTempA1,11,AI_In_MotorTempA1,49,33.91836735,48,12,12.08783625,100%,57%,36%,39%,39%
WAD1,WAD1-0011.AI_In_MotorTempA2,11,AI_In_MotorTempA2,49,45.12244898,48,30,4.182727618,100%,75%,9%,71%,71%
WAD1,WAD1-0011.DrvTr_DrvTrOscAccel,11,DrvTr_DrvTrOscAccel,49,46.65306122,48,31,2.707141126,100%,78%,6%,75%,75%
WAD1,WAD1-0011.Idle_Time,11,Idle_Time,49,46.44897959,48,31,2.531928558,100%,77%,5%,75%,75%
WAD1,WAD1-0011.DynCtl_ALC_RotorPosDegree,11,DynCtl_ALC_RotorPosDegree,49,46.73469388,48,33,2.397068875,100%,78%,5%,75%,75%
WAD1,WAD1-0011.Out_TotalConsumption,11,Out_TotalConsumption,4,1.5,2,1,0.5,8%,3%,33%,-14%,-1%
WAD1,WAD1-0011.B_WFMS_ActPwrDemFreqVal,11,B_WFMS_ActPwrDemFreqVal,3,6.666666667,17,1,7.318166133,6%,11%,110%,-44%,-3%
WAD1,WAD1-0011.WFMS_TurbMaxPosReactPwr,11,WFMS_TurbMaxPosReactPwr,7,12,25,1,7.010196655,14%,20%,58%,-9%,-1%
WAD1,WAD1-0011.AI_GenSpdProximitySensor,11,AI_GenSpdProximitySensor,48,42.02083333,48,8,10.10463916,98%,70%,24%,58%,57%
WAD1,WAD1-0011.MBCEst_AeroThrust,11,MBCEst_AeroThrust,49,46.67346939,48,32,2.534559134,100%,78%,5%,75%,75%
WAD1,WAD1-0011.WFMS_TurbMeasReactPwr,11,WFMS_TurbMeasReactPwr,49,46.75510204,48,32,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-0011.DO_Pitch_Axis2GoToPos,11,DO_Pitch_Axis2GoToPos,10,2.4,5,1,1.562049935,20%,4%,65%,-29%,-6%
WAD1,WAD1-0011.SM_Curt_WFMSPowCtlEnable,11,SM_Curt_WFMSPowCtlEnable,3,1,1,1,0,6%,2%,0%,2%,0%
WAD1,WAD1-0011.AI_In_GridMonVoltageL3Act,11,AI_In_GridMonVoltageL3Act,49,46.65306122,48,31,2.527812803,100%,78%,5%,75%,75%
WAD1,WAD1-0011.AI_In_Axis3BatVoltC2,11,AI_In_Axis3BatVoltC2,1,2,2,2,0,2%,3%,0%,3%,0%
